uni,major,depart,course,eng_name,fee,round1,round2,round3,round4,lat,lon
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,เทคโนโลยีอุตสาหการ การผลิต,หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการคลังสินค้า) (ภาษาไทย ปกติ),Bachelor of Industrial Technology Program in Production and Logistics Engineering Management (Warehouse Management),120000,20,20,20,40,13.7252,100.4928
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,เทคโนโลยีอุตสาหการ การผลิต,หลักสูตรอุตสาหกรรมศาสตรบัณฑิต สาขาวิชาการจัดการวิศวกรรมการผลิตและโลจิสติกส์ (แขนงวิชาการจัดการผลิตและคุณภาพ) (ภาษาไทย ปกติ),Bachelor of Industrial Technology Program in Production and Logistics Engineering Management (Production and Quality Management),120000,20,20,15,40,13.7252,100.4928
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,เทคโนโลยีอุตสาหกรรม,หลักสูตรเทคโนโลยีบัณฑิต สาขาวิชาการจัดการอุตสาหกรรม (ต่อเนื่อง) (ภาษาไทย ปกติ),Bachelor of Technology Program in Industrial Management (Continuing Program),120000,30,30,30,60,13.7252,100.4928
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,โลจิสติกส์,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีโลจิสติกส์ (ภาษาไทย ปกติ),Bachelor of Science Program in Logistics Technology,120000,40,40,40,80,13.7252,100.4928
มหาวิทยาลัยราชภัฏบ้านสมเด็จเจ้าพระยา,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,โภชนาการ,หลักสูตรวิทยาศาสตรบัณฑิต สาขาวิชาการประกอบและบริการอาหาร (ภาษาไทย ปกติ),Bachelor of Science Program in Cookery and Food Service,136000,30,30,30,60,13.7252,100.4928
มหาวิทยาลัยราชภัฏชัยภูมิ,โครงการจัดตั้งคณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมโลจิสติกส์,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการและโลจิสติกส์ สาขาวิชาวิศวกรรมอุตสาหการและโลจิสติกส์ (ภาษาไทย ปกติ),Bachelor of Engineering Program in Industrial Engineering and Logistics,0,20,10,10,10,15.8022,102.0272
มหาวิทยาลัยราชภัฏชัยภูมิ,โครงการจัดตั้งคณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกล สาขาวิชาวิศวกรรมเครื่องกล (ภาษาไทย ปกติ),Bachelor of Engineering Program in Mechanical Engineering,0,20,10,20,15,15.8022,102.0272
มหาวิทยาลัยราชภัฏชัยภูมิ,โครงการจัดตั้งคณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมการผลิต,วศ.บ. สาขาวิชาวิศวกรรมการผลิตและระบบอัตโนมัติ สาขาวิชาวิศวกรรมการผลิตและระบบอัตโนมัติ (ภาษาไทย ปกติ),Bachelor of Engineering Program in Production Engineering,0,20,10,20,26,15.8022,102.0272
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิทยาลัยวิศวกรรมสังคีต,วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคม,วศ.บ. วิศวกรรมดนตรีและสื่อประสม (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. Music Engineering and Multimedia,80000,22,10,7,2,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,วิทยาลัยวิศวกรรมสังคีต,เทคโนโลยีมัลติมีเดีย,ศศ.วท.บ เทคโนโลยีและศิลปะสร้างสรรค์ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.A.S. Creative Arts and Technology,80000,20,15,20,10,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ. การจัดการวิศวกรรมและการเป็นผู้ประกอบการ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,B.Eng. Engineering Management and Entrepreneurship (International Program),90000,80,7,0,35,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ. วิศวกรรมอุตสาหการและการจัดการโลจิสติกส์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,B.Eng. Industrial Engineering and logistics Management (International Program),90000,85,10,5,25,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ. วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. Industrial Engineering,200000,105,40,20,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมอิเล็กทรอนิกส์,วศ.บ. วิศวกรรมอิเล็กทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. Electronics Engineering,200000,105,25,15,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมอาหาร,วศ.บ. วิศวกรรมอาหาร (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. Food Engineering,200000,65,20,10,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมหุ่นยนต์,วศ.บ. วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,B.Eng. Robotics and AI Engineering (International Program),90000,105,10,5,10,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมสารสนเทศ,วศ.บ. วิศวกรรมอวกาศและภูมิสารสนเทศ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. Space and Geospatial Engineering,200000,20,15,5,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมสารสนเทศ,วศ.บ. วิศวกรรมระบบไอโอทีและสารสนเทศ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. IoT system and Information Engineering,200000,75,15,5,3,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,วศ.บ. วิศวกรรมโยธา (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,B.Eng. Civil Engineering (International Program),90000,85,8,5,10,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,วศ.บ. วิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. Civil Engineering,200000,105,25,15,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมเมคคาทรอนิกส์,วศ.บ. วิศวกรรมเมคคาทรอนิกส์และออโตเมชัน (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. Mechatronics and Automation Engineering,200000,120,30,15,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคม,วศ.บ. วิศวกรรมไฟฟ้าสื่อสารและเครือข่าย (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. Communications and Network Engineering,200000,95,20,10,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงแมคคาทรอนิกส์ (นานาชาติ) วิทยาเขต ลาดกระบัง,B.Eng. Electrical Engineering - Mechatronics major (International Program),90000,75,6,0,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ. วิศวกรรมไฟฟ้า (หลักสูตรนานาชาติ) แขนงไฟฟ้ากำลัง (นานาชาติ) วิทยาเขต ลาดกระบัง,B.Eng. Electrical Engineering - Electrical Power major (International Program),90000,75,7,0,15,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ. วิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. Electrical Engineering,200000,135,42,20,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมพลังงาน,วศ.บ. วิศวกรรมพลังงาน (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,B.Eng. Energy Engineering (International Program),90000,75,6,0,30,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมซอฟต์แวร์,วศ.บ. วิศวกรรมซอฟต์แวร์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,B.Eng. Software Engineering (International Program),90000,105,15,0,15,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมชีวการแพทย์,วศ.บ. วิศวกรรมชีวการแพทย์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,B.Eng. Biomedical Engineering (International Program),90000,95,10,5,10,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ. วิศวกรรมเครื่องกล (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,B.Eng. Mechanical Engineering (International Program),90000,85,10,0,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ. วิศวกรรมขนส่งทางราง (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. Rail Transportation Engineering,200000,70,10,5,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ. วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. Mechanical Engineering,200000,75,15,5,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมเคมี,วศ.บ. วิศวกรรมเคมี (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,B.Eng. Chemical Engineering (International Program),90000,80,8,0,30,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมเคมี,วศ.บ. วิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. Chemical Engineering,200000,95,20,10,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ. วิศวกรรมคอมพิวเตอร์ (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต ลาดกระบัง,B.Eng. Computer Engineering (International Program),90000,85,10,5,10,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ. วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. Computer Engineering,200000,85,40,20,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมเกษตร,วศ.บ. วิศวกรรมเกษตรอัจฉริยะ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. Agri-Intelligence Engineering,200000,65,20,10,0,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมการผลิต,วศ.บ. วิศวกรรมการผลิตเชิงบูรณาการ (ภาษาไทย ปกติ) วิทยาเขต ลาดกระบัง,B.Eng. Integrated Production Engineering,296000,55,3,0,3,13.7293,100.7797
สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,คณะวิศวกรรมศาสตร์,วิศวกรรมการเงิน,วศ.บ. วิศวกรรมการเงิน (หลักสูตรนานาชาติ) (Double Degree - นานาชาติ พิเศษ) วิทยาเขต ลาดกระบัง,B.Eng. Financial Engineering (International Program),120000,105,10,5,0,13.7293,100.7797
มหาวิทยาลัยอุบลราชธานี,คณะวิศวกรรมศาสตร์,วิศวกรรมเมคคาทรอนิกส์,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมเมคคาทรอนิกส์และระบบอัตโนมัติ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,Bachelor of Engineering Program,200000,0,100,30,40,15.1288,104.3221
มหาวิทยาลัยอุบลราชธานี,คณะวิศวกรรมศาสตร์,วิศวกรรมทั่วไป,"วิศวกรรมศาสตรบัณฑิต [สาขาวิชาวิศวกรรมเครื่องกล, สาขาวิชาวิศวกรรมอุตสาหการ,
สาขาวิชาวิศวกรรมโยธา, สาขาวิชาวิศวกรรมไฟฟ้า, สาขาวิชาวิศวกรรมเคมีและสาขาวิชาวิศวกรรมสิ่งแวดล้อม (เลือกสาขาวิชาเมื่อขึ้นชั้นปีที่ 2)] (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก",Bachelor of Engineering Program,120000,450,400,150,0,15.1288,104.3221
มหาวิทยาลัยสงขลานครินทร์,คณะวิศวกรรมศาสตร์,วิศวกรรมเชิงนวัตกรรม,วศ.บ. วิศวกรรมและการจัดการนวัตกรรม (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต หาดใหญ่,Bachelor of Engineering Program in Innovation Engineering and Management (International Program),472000,250,60,10,20,7.0085,100.4741
มหาวิทยาลัยสงขลานครินทร์,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ. วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต หาดใหญ่,Bachelor of Engineering Program in Industrial Engineering,144000,30,30,20,0,7.0085,100.4741
มหาวิทยาลัยสงขลานครินทร์,คณะวิศวกรรมศาสตร์,วิศวกรรมเหมืองแร่,วศ.บ. วิศวกรรมเหมืองแร่และวัสดุ (ภาษาไทย ปกติ) วิทยาเขต หาดใหญ่,Bachelor of Engineering Program in Mining and Materials Engineering,144000,40,20,15,0,7.0085,100.4741
มหาวิทยาลัยสงขลานครินทร์,คณะวิศวกรรมศาสตร์,วิศวกรรมสิ่งแวดล้อม,วศ.บ. วิศวกรรมสิ่งแวดล้อม (ภาษาไทย ปกติ) วิทยาเขต หาดใหญ่,Bachelor of Engineering Program in Environmental Engineering,144000,10,20,0,0,7.0085,100.4741
มหาวิทยาลัยสงขลานครินทร์,คณะวิศวกรรมศาสตร์,วิศวกรรมเมคคาทรอนิกส์,วศ.บ. วิศวกรรมเมคาทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต หาดใหญ่,Bachelor of Engineering Program in Mechatronics Engineering,144000,15,15,5,0,7.0085,100.4741
มหาวิทยาลัยสงขลานครินทร์,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ. วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต หาดใหญ่,Bachelor of Engineering Program in Mechanical Engineering,144000,50,20,10,0,7.0085,100.4741
มหาวิทยาลัยสงขลานครินทร์,คณะวิศวกรรมศาสตร์,วิศวกรรมเคมี,วศ.บ. วิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต หาดใหญ่,Bachelor of Engineering Program in Chemical Engineering,144000,25,30,10,0,7.0085,100.4741
มหาวิทยาลัยสงขลานครินทร์,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ. วิศวกรรมปัญญาประดิษฐ์ (ภาษาไทย ปกติ) วิทยาเขต หาดใหญ่,Bachelor of Engineering Program in Artificial Intelligence Engineering,224000,210,5,10,0,7.0085,100.4741
มหาวิทยาลัยสงขลานครินทร์,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ. วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต หาดใหญ่,Bachelor of Engineering Program in Computer Engineering,144000,75,20,10,0,7.0085,100.4741
มหาวิทยาลัยสงขลานครินทร์,คณะวิศวกรรมศาสตร์,วิศวกรรมการผลิต,วศ.บ. วิศวกรรมการผลิต (ภาษาไทย ปกติ) วิทยาเขต หาดใหญ่,Bachelor of Engineering Program in Manufacturing Engineering,144000,20,10,20,0,7.0085,100.4741
มหาวิทยาลัยสงขลานครินทร์,คณะวิศวกรรมศาสตร์,วิศวกรรมทั่วไป,วศ.บ. วิศวกรรมศาสตร์ (ภาษาไทย ปกติ) วิทยาเขต หาดใหญ่,Bachelor of Engineering,144000,596,175,75,10,7.0085,100.4741
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,บริหารธุรกิจ,หลักสูตรเทคโนโลยีบัณฑิต (ธุรกิจวิศวกรรม) (ภาษาไทย พิเศษ) วิทยาเขต สนามจันทร์,B.Tech.(EngineeringBusiness),280000,80,20,0,10,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,บริหารธุรกิจ,หลักสูตรเทคโนโลยีบัณฑิต (ธุรกิจวิศวกรรม) (ภาษาไทย ปกติ) วิทยาเขต สนามจันทร์,B.Tech.(EngineeringBusiness),152000,194,80,40,0,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมอุตสาหการ) (ภาษาไทย พิเศษ) วิทยาเขต สนามจันทร์,B.Eng.(IndustrialEngineering),280000,40,20,0,0,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมอุตสาหการ,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมอุตสาหการ) (ภาษาไทย ปกติ) วิทยาเขต สนามจันทร์,B.Eng.(IndustrialEngineering),152000,114,30,10,0,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมอิเล็กทรอนิกส์,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมอิเล็กทรอนิกส์และระบบคอมพิวเตอร์) (ภาษาไทย พิเศษ) วิทยาเขต สนามจันทร์,B.Eng.(ElectronicsandComputerSystemEngineering),280000,20,10,20,5,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมอิเล็กทรอนิกส์,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมอิเล็กทรอนิกส์และระบบคอมพิวเตอร์) (ภาษาไทย ปกติ) วิทยาเขต สนามจันทร์,B.Eng.(ElectronicsandComputerSystemEngineering),152000,129,40,30,0,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมวัสดุ,หลักสูตรวิศวกรรมศาสตรบัณฑิต (ปิโตรเคมีและวัสดุพอลิเมอร์) (ภาษาไทย พิเศษ) วิทยาเขต สนามจันทร์,B.Eng.(PetrochemicalsandPolymericMaterials),280000,35,10,5,5,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมวัสดุ,หลักสูตรวิศวกรรมศาสตรบัณฑิต (ปิโตรเคมีและวัสดุพอลิเมอร์) (ภาษาไทย ปกติ) วิทยาเขต สนามจันทร์,B.Eng.(PetrochemicalsandPolymericMaterials),152000,199,30,15,5,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมวัสดุ,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมวัสดุและนาโนเทคโนโลยี) (ภาษาไทย พิเศษ) วิทยาเขต สนามจันทร์,B.Eng.(MaterialsEngineeringandNanotechnology),280000,100,20,10,10,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมวัสดุ,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมวัสดุและนาโนเทคโนโลยี) (ภาษาไทย ปกติ) วิทยาเขต สนามจันทร์,B.Eng.(MaterialsEngineeringandNanotechnology),152000,194,100,40,20,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมโลจิสติกส์,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมการจัดการและโลจิสติกส์) (ภาษาไทย พิเศษ) วิทยาเขต สนามจันทร์,B.Eng.(ManagementEngineeringandLogistics),280000,10,5,0,10,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมโลจิสติกส์,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมการจัดการและโลจิสติกส์) (ภาษาไทย ปกติ) วิทยาเขต สนามจันทร์,B.Eng.(ManagementEngineeringandLogistics),152000,79,25,20,0,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคม,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมไฟฟ้าสื่อสาร) (ภาษาไทย พิเศษ) วิทยาเขต สนามจันทร์,B.Eng.(ElectricalCommunicationsEngineering),280000,20,10,15,5,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคม,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมไฟฟ้าสื่อสาร) (ภาษาไทย ปกติ) วิทยาเขต สนามจันทร์,B.Eng.(ElectricalCommunicationsEngineering),152000,84,20,15,0,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมเครื่องกล,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมเครื่องกล) (ภาษาไทย พิเศษ) วิทยาเขต สนามจันทร์,B.Eng.(MechanicalEngineering),280000,80,20,0,10,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมเครื่องกล,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมเครื่องกล) (ภาษาไทย ปกติ) วิทยาเขต สนามจันทร์,B.Eng.(MechanicalEngineering),152000,194,80,30,0,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมเคมี,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมเคมี) (ภาษาไทย พิเศษ) วิทยาเขต สนามจันทร์,B.Eng.(ChemicalEngineering),280000,30,15,10,10,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมเคมี,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมเคมี) (ภาษาไทย ปกติ) วิทยาเขต สนามจันทร์,B.Eng.(ChemicalEngineering),152000,114,35,20,0,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมกระบวนการชีวภาพ,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมกระบวนการชีวภาพ) (ภาษาไทย พิเศษ) วิทยาเขต สนามจันทร์,B.Eng.(BioprocessEngineering),280000,10,5,5,5,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมกระบวนการชีวภาพ,หลักสูตรวิศวกรรมศาสตรบัณฑิต (วิศวกรรมกระบวนการชีวภาพ) (ภาษาไทย ปกติ) วิทยาเขต สนามจันทร์,B.Eng.(BioprocessEngineering),152000,114,35,30,20,13.7796,100.4906
มหาวิทยาลัยศิลปากร,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,เทคโนโลยีชีวภาพ,หลักสูตรวิทยาศาสตรบัณฑิต (เทคโนโลยีชีวภาพ) (ภาษาไทย พิเศษ) วิทยาเขต สนามจันทร์,B.Sc.(Biotechnology),280000,10,5,5,5,13.7796,100.4906
