uni,major,depart,course,eng_name,fee,round1,round2,round3,round4,lat,lon
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมเครื่องกล เพื่อการออกแบบและนวัตกรรม (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Mechanical Engineering for Design and Innovation (International Program),480000,34,10,30,30,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Mechanical Engineering,200000,80,19,25,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมเคมี,วศ.บ.วิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Chemical Engineering,200000,40,23,20,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ.วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Computer Engineering,200000,30,23,5,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมการผลิต,วศ.บ.วิศวกรรมการผลิต (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,Bachelor of Engineering Program in Production Engineering,200000,67,64,30,21,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ.สาขาวิศวกรรมเมคคาทรอนิกส์-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,MechatronicEngineering-B.Eng.,0,29,17,4,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ.สาขาวิศวกรรมอุตสาหการ-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,ProductionEngineering-B.Eng.,0,57,45,13,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมอิเล็กทรอนิกส์,วศ.บ.สาขาวิศวกรรมไฟฟ้าสื่อสารและอิเล็กทรอนิกส์-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,ElectricalCommunicationandElectronicEngineering-B.Eng.,0,61,28,4,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมอิเล็กทรอนิกส์,วศ.บ.วิศวกรรมอิเล็กทรอนิกส์และสารสนเทศสื่อสาร(หลักสูตรนานาชาติ)-วศ.บ.4ปี (นานาชาติ) วิทยาเขต บางมด,Electronic and Infocommunication Engineering (International Program) - B.Eng.,0,28,63,30,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมสิ่งแวดล้อม,วศ.บ.สาขาวิศวกรรมสิ่งแวดล้อม-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,EnvironmentalEngineering-B.Eng.,0,29,20,2,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมสิ่งแวดล้อม,วศ.บ.สาขาวิศวกรรมสิ่งแวดล้อม(หลักสูตรนานาชาติ)-วศ.บ.4ปี (นานาชาติ) วิทยาเขต บางมด,EnviromentalEngineering(InternationalProgram)-B.Eng.,0,28,38,15,26,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมวัสดุ,วศ.บ. วิศวกรรมการผลิตชิ้นส่วนยานยนต์และอากาศยานสมัยใหม่ - วศ.บ. 4 ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,Modern Automotive and Aerospace Parts Manufacturing Engineering - B.Eng.,0,27,21,20,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมวัสดุ,วศ.บ.สาขาวิศวกรรมเครื่องมือ-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,ToolEngineering-B.Eng.,0,34,54,45,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมวัสดุ,วศ.บ.สาขาวิศวกรรมวัสดุ-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,MaterialsEngineering-B.Eng.,0,29,43,30,5,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมระบบวัดคุม วิศวกรรมอัตโนมัติ,วศ.บ.สาขาวิศวกรรมระบบควบคุมและเครื่องมือวัด(สหกิจศึกษา)-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,ControlSystemsandInstrumentationEngineering(Co-operativeEducation)-B.Eng.,0,30,35,35,26,13.652,100.4941
